Genes	TCGA-24-1553-01A	TCGA-36-1569-01A	TCGA-24-1603-01A	TCGA-24-1557-01A	TCGA-24-1104-01A	TCGA-61-1724-01A	TCGA-24-1464-01A	TCGA-25-1318-01A	TCGA-24-1105-01A	TCGA-24-2023-01A	TCGA-29-1776-01A	TCGA-25-2409-01A	TCGA-25-1329-01A	TCGA-61-1911-01A	TCGA-24-2298-01A	TCGA-13-1489-01A	TCGA-61-1914-01A	TCGA-24-1431-01A	TCGA-24-1416-01A	TCGA-29-1696-01A	TCGA-24-1604-01A	TCGA-29-1711-01A	TCGA-36-1570-01A	TCGA-59-2348-01A	TCGA-25-1631-01A	TCGA-24-2033-01A	TCGA-24-1103-01A	TCGA-25-1322-01A	TCGA-24-1552-01A	TCGA-25-1321-01A	TCGA-59-2352-01A	TCGA-61-1918-01A	TCGA-25-1313-01A	TCGA-13-1511-01A	TCGA-24-2267-01A	TCGA-25-2400-01A	TCGA-29-1763-01A	TCGA-61-2008-01A	TCGA-29-1690-01A	TCGA-24-2024-01A	TCGA-29-1688-01A	TCGA-29-2427-01A	TCGA-13-1507-01A	TCGA-29-1769-01A	TCGA-24-1428-01A	TCGA-30-1866-01A	TCGA-23-1123-01A	TCGA-25-2399-01A	TCGA-61-1907-01A	TCGA-24-2261-01A	TCGA-61-1995-01A	TCGA-13-2060-01A	TCGA-24-2290-01A	TCGA-13-1497-01A	TCGA-24-2288-01A	TCGA-13-1404-01A	TCGA-24-1422-01A	TCGA-29-1710-01A	TCGA-29-1766-01A	TCGA-13-1483-01A	TCGA-13-1410-01A	TCGA-13-1488-01A	TCGA-29-1770-01A	TCGA-29-1693-01A	TCGA-30-1891-01A	TCGA-24-1430-01A	TCGA-25-1628-01A	TCGA-29-1705-01A	TCGA-13-1499-01A	TCGA-36-1580-01A	TCGA-25-1320-01A	TCGA-61-1919-01A	TCGA-24-1562-01A	TCGA-29-1785-01A	TCGA-23-1122-01A	TCGA-25-1635-01A	TCGA-24-1435-01A	TCGA-24-2289-01A	TCGA-13-1485-01A	TCGA-36-1576-01A	TCGA-29-2414-01A	TCGA-29-1777-01A	TCGA-13-1501-01A	TCGA-13-1495-01A	TCGA-13-1487-01A	TCGA-24-1467-01A	TCGA-24-2027-01A	TCGA-25-1312-01A	TCGA-24-2020-01A	TCGA-29-1774-01A	TCGA-61-1910-01A	TCGA-29-1762-01A	TCGA-24-1558-01A	TCGA-61-1741-01A	TCGA-13-1492-01A	TCGA-36-1571-01A	TCGA-29-1697-01A	TCGA-61-1900-01A	TCGA-61-2088-01A	TCGA-13-1409-01A	TCGA-36-1581-01A	TCGA-24-1923-01A	TCGA-24-1550-01A	TCGA-24-1563-01A	TCGA-25-1630-01A	TCGA-25-1323-01A	TCGA-25-1623-01A	TCGA-36-1577-01A	TCGA-25-2396-01A	TCGA-24-1474-01A	TCGA-25-1319-01A	TCGA-25-2404-01A	TCGA-29-1768-01A	TCGA-59-2351-01A	TCGA-24-1551-01A	TCGA-24-1544-01A	TCGA-24-1565-01A	TCGA-25-1316-01A	TCGA-09-2056-01A
CD47	1.00805	0.4201	0.238	-0.6239	0.284	-0.4719	0.2941	-0.0207	0.851	-1.07	0.137	0.40105	-0.6499	0.1083	1.1341	0.1477	0.358	0.6001	0.5271	0.3171	-0.391	0.4461	0.2071	-0.2819	0.3271	0.6691	-0.09745	0.3951	1.93	-0.227	0.7921	0.4321	0.8881	-0.3759	0.919	0.127	-0.37745	-1.29345	-0.2109	0.0103	-0.74895	-0.1059	0.153	0.6351	0.294	0.697	-0.421	0.1811	0.70055	0.8491	0.02	0.1229	0.30005	-0.5109	-0.442	0.5231	-0.5649	0.9111	0.1701	0.2641	0.5821	-0.167	-0.2999	0.37805	-0.0267	0.26805	-0.22525	0.1173	-1.07	0.0168	-0.699	-0.114	0.1059	0.196	0.2821	-0.507	-0.0976	-0.34695	-0.9459	0.275	-0.956	-0.217	-0.4799	0.428	-0.3189	-0.00785	-0.4	0.7861	-0.739	-1.42	0.7471	-0.48645	-0.1849	-0.42595	-1.3559	0.064302	-0.43845	-1.02	-0.7079	-0.3799	-0.418	-0.224	-0.817	0.422	-0.0949	0.2521	-0.80945	-0.3219	-0.5099	-0.1739	-0.302	0.06905	-0.86595	0.0277	0.00111	0.1379	-0.5799	-0.25	-0.0879
ANXA7	0.0736875	0.182175	-0.0159	-0.152625	0.667	0.751375	0.048075	0.425375	-0.0155	0.184	0.025	-0.0034125	-0.092625	0.1831375	0.138575	-0.2533125	-0.231	0.175875	0.168575	-0.341625	0.196	0.443375	-0.476625	1.326375	0.514375	-0.061625	0.3181875	-0.311625	-0.529	0.364	0.029475	-0.069625	0.260375	0.285375	-0.145	-0.134	-0.1988125	0.3366875	0.252375	0.1202375	0.1851875	0.195575	-0.012625	-0.024625	-0.0881	0.402	0.219	-0.047625	0.5571875	0.217375	0.1113875	0.058175	0.3036875	-0.328625	-0.12	-0.012625	0.348375	0.239375	0.055875	0.182075	0.088175	0.186	-0.071625	0.2446875	0.166175	-0.0664125	0.0232375	0.237375	-0.159	0.281375	-0.0583	-0.0365	0.1297625	-0.346	0.11549	-0.0354	0.0694375	0.5156875	0.097275	0.216	-0.0217	0.18	0.560375	0.202	0.382375	-0.0128	0.276	-0.137625	0.112	-0.345	0.155275	-0.0587125	0.037475	-0.3403125	-0.343625	-0.371625	0.0151875	0.0883	-0.309625	0.440375	0.343	0.439	-0.581	0.231	0.291	0.155975	0.2374375	-0.107625	0.327375	-0.135625	0.27	0.3382375	0.2142875	0.018075	0.0623	-0.208625	0.11726	0.224	0.265375
PUS7	0.1467225	-0.606555	-0.365	0.188445	0.0263	-0.350555	0.215445	-0.253555	0.266	0.322	-0.429	-0.2372775	-0.236555	-0.4657775	-0.235555	0.3672225	-0.564	0.650445	0.000345	0.125845	0.134	-0.478555	-0.185555	-0.268555	-0.029355	0.215445	0.2302225	0.337445	0.107	0.675	0.083145	-0.322555	-0.019555	-0.841555	0.0745	0.452	-0.1337775	0.1712225	-0.086555	0.3017225	-0.0566775	-0.681555	-0.233555	0.049445	0.123	-0.36	0.242	0.065645	0.3102225	0.254445	-0.1042775	0.045245	0.4692225	0.093045	-0.172	-0.493555	0.025095	-0.331555	-0.194555	0.247445	0.168445	-0.392	-0.089555	-0.3632775	-0.107555	-0.4332775	0.0214225	0.272445	-0.543	-0.136555	-0.0664	0.0403	0.1253225	-0.709	-0.196555	-0.306	-0.3447775	0.0811225	0.027795	-0.231	0.172	-0.274	-0.076555	-0.518	0.065645	0.543	0.366	0.487445	0.186	0.696	0.530445	0.2762225	0.100245	-0.0591775	0.461445	0.287445	0.2967225	0.297	-0.083555	-0.045155	0.152	-0.162	-0.238	-0.414	-0.12	0.344445	-0.2494775	-0.263555	-0.044855	0.679445	-0.75	-0.2650825	-0.2347775	0.504445	-0.131	0.037945	-0.086555	0.597	0.305445
NNMT	-0.86675	0.3665	-0.275	-0.9405	1.04	0.4605	-0.9265	-0.2778	-0.301	0.646	1.14	0.44075	0.4235	-0.63475	-0.5215	-0.67825	0.212	-0.5505	-0.8485	-1.2255	-1.23	0.3655	0.1165	-0.0005	0.5565	1.0445	-0.94925	-0.1498	-0.076	-3.22	-1.6855	-1.1955	-0.7075	-0.0185	-1.46	-1.43	-1.34275	-0.03975	-0.1701	-0.88225	-0.12925	0.5135	0.2405	0.1535	-1.19	-0.951	-2.46	0.3455	-0.45525	-0.5255	-1.44625	-0.2148	-1.00675	-0.8405	0.591	0.1195	0.7965	0.7915	0.9845	0.3335	0.1825	0.321	0.8145	0.50425	0.7815	0.72125	0.80975	0.7545	1.45	0.7785	0.982	0.861	0.18735	0.0132	0.1605	1.23	0.46075	1.03225	0.2965	1.09	0.702	0.934	0.8545	1.65	0.3955	-1.45	-1.56	-1.7955	-3.24	-1.53	-1.1305	-2.42775	-1.6155	-1.79275	-1.2355	-1.7355	-2.17275	-3.4	-2.0055	-0.8385	-0.439	-1.26	0.618	0.483	0.165	-0.5915	0.72225	-1.4755	-0.6295	-0.7085	-0.769	0.12325	1.50725	-0.9785	1.03	-1.4655	-2.1855	-2.21	-0.4975
ALDH4A1	0.061125	-0.01787	0.121	-1.09475	-0.0823	-0.11075	0.28225	0.69725	0.278	-0.0239	-0.647	0.568625	-0.13975	1.019625	0.46825	-0.052525	-0.0812	0.73825	0.15425	-0.68375	-0.211	0.25125	0.03835	-0.29875	0.07045	0.54025	-0.09672	0.58925	-0.329	0.537	-0.42275	0.25125	-0.10415	0.46925	0.0298	-0.00567	-0.746875	-0.552375	-0.86675	-1.357375	-0.153875	-0.71675	-0.36975	-0.31375	0.38	0.537	0.0714	0.46525	0.160575	0.59525	0.357625	-0.53075	0.686125	-0.55175	-0.0285	-0.46575	0.17925	0.35525	0.14525	-0.39775	-0.22575	0.628	-0.51275	0.496625	0.21125	-0.424375	-0.407375	-0.24975	-0.103	0.25625	-0.568	-0.562	0.384525	-0.18	-0.24675	-0.208	-1.117375	0.090625	-0.33675	-0.301	-0.511	-0.319	-0.45675	-0.151	0.28425	0.417	-0.454	0.55525	-0.256	-0.657	0.57625	-0.763375	0.46925	0.503625	0.84125	0.75325	-0.650375	0.306	-0.18575	0.02165	0.161	-0.0423	-0.0218	-0.626	-0.26	0.56325	0.162775	0.77125	0.47525	0.13225	0.298	-0.396875	-0.259375	-0.47475	0.282	0.54825	-0.29975	1.59	-1.05475
ALDH9A1	-0.1672525	0.596495	0.277	0.267495	-0.214	0.544495	0.242495	0.483495	-0.305	-0.65	-0.201	0.2652475	-0.134505	-0.0750525	-0.314505	0.1655475	0.0143	0.379495	0.321495	0.810495	0.535	0.272495	-0.596505	0.945495	0.261495	-0.038505	0.3497475	0.219495	-0.166	-0.084	0.094491	-0.013505	0.848495	0.467495	0.158	0.48	0.2212475	0.5382475	0.101635	0.8137475	-0.1060025	0.216495	-0.642505	0.060895	-0.125	0.189	0.176	-0.147505	0.4347475	-0.102505	-0.1207525	-0.477505	-0.1113025	0.098845	0.167	-0.288505	-0.045505	-0.116505	0.091635	-0.454505	0.002895	0.342	0.145895	0.1291475	0.178295	-0.1127525	-0.2827525	-0.179505	0.0817	0.261495	-0.136	0.0136	-0.3502525	0.0558	-0.463505	-0.173	-0.0862525	-0.3087525	0.207495	-0.0819	-0.545	-0.25	-0.188505	-0.216	-0.012505	-0.258	-0.16	-0.388505	-0.462	-0.017	0.277495	0.1116025	0.366495	-1.0232525	0.946495	0.295495	0.6762475	0.409	0.385495	1.173495	0.826	0.466	-0.223	-0.191	-0.0835	-0.092505	-0.3105025	-0.066505	0.540495	-0.286505	0.422	0.0572475	-0.1040025	0.076295	0.303	0.409495	0.712495	0.942	0.515495
BCAP31	-0.01218	-0.21126	0.0481	-0.12836	0.146	1.37304	-0.39596	0.04904	-0.412	0.373	0.0274	0.60852	0.47004	-0.21228	-0.58396	0.26102	0.479	-0.32396	-0.22396	-0.19776	0.126	-0.16136	0.08204	0.03004	-0.03786	-0.25896	0.19552	-0.26096	-0.466	-0.584	-0.94796	-0.02316	0.60104	0.79404	-0.366	0.5	-0.14248	0.06652	-0.14656	-0.12918	-0.18923	0.09504	-0.82896	0.06904	0.228	-0.322	-0.608	-0.38296	0.12302	0.35304	-0.68148	-0.58596	0.29202	-0.02336	-0.0164	0.20004	-0.30096	0.12304	-0.52596	1.07304	-0.54396	0.483	-0.25996	-0.39548	0.28704	-0.00408	-0.52598	-0.39696	-0.702	-0.23496	-0.43	-0.481	-0.19339	0.442	0.28904	0.146	0.91752	0.34702	-0.41096	-0.244	-0.201	0.361	-0.05036	0.715	0.36504	-0.459	-0.386	-0.64796	-0.609	-0.598	-0.37796	0.25452	-0.32396	-1.34348	0.02304	-0.85396	0.046435	0.374	-0.86396	0.21604	-0.569	-0.265	-0.00994	0.0815	-0.383	-0.19056	0.22652	0.76104	-0.52796	-0.76596	-0.64	-0.06498	-0.15838	-0.62596	-0.609	-0.34496	-0.85696	0.183	0.14004
MSLN	-0.00315	0.3527	0.0125	1.0547	0.0639	-0.4633	0.5387	0.3167	0.581	0.776	1.48	0.67985	-0.7103	1.22735	0.9107	-0.62665	-0.443	0.5287	0.7997	0.7117	0.938	-0.5983	-0.2683	1.1847	0.6687	0.2027	-0.10865	-0.3563	0.833	0.315	0.1847	1.2547	-0.5113	-0.4413	0.488	-0.473	0.1393	-0.11645	0.6297	-0.343	-0.63965	0.8657	0.0029	-0.1913	-0.498	0.629	-1.26	0.0187	0.31285	-1.1153	-0.038175	-0.8983	-1.27815	-0.1753	-0.635	-0.7783	0.2237	0.3797	0.3947	-1.0553	-0.2963	-0.407	1.3247	1.22735	0.4717	-0.21965	-0.16715	-0.0987	-0.336	-0.0265	0.564	-0.00405	0.37835	1.06	-0.1983	-0.366	-0.0531	-0.84865	-0.0327	-1.21	-0.222	-0.9	-0.4793	-0.597	0.2977	-0.567	-1.04	0.2297	-1.71	-1.25	-0.9103	-1.17915	-0.5663	0.71185	-0.6623	-0.1783	-1.81765	-0.902	-1.0353	1.2247	-0.428	-0.387	-1.51	-0.608	-0.58	-0.1193	-1.11865	-1.1053	0.0382	-0.5083	-1.17	-0.69115	-0.89015	0.2437	-0.883	0.5737	0.8967	-1.56	1.0947
KARS	0.253185	-0.45463	-0.0394	-0.15463	-0.287	-0.04893	-0.08463	-0.40663	-0.0969	1.41	-0.257	0.063785	-0.52363	0.208185	0.17937	-0.156215	0.0743	0.17437	0.00827	-0.41963	0.363	0.24737	0.05427	-0.03077	0.48037	-0.12293	-0.207815	-0.06463	-0.544	0.157	-0.61763	0.43737	0.06037	-0.34663	0.0621	-0.113	-0.184315	0.007885	0.11737	-0.424815	0.590185	0.58337	0.01937	0.11437	1.06	0.125	-0.0779	-0.24163	0.076835	-0.09723	0.038555	0.25937	0.407185	0.16537	0.172	0.17037	0.06407	0.12737	0.13537	-0.10803	-0.23063	0.0336	0.21037	-0.201315	-0.02849	-0.197815	-0.072165	-0.39663	-0.182	-0.14163	0.026	0.463	0.434185	-0.193	-0.09153	-0.244	0.218185	-0.209315	-0.16663	-0.0768	-0.362	-0.18	-0.03194	-0.221	-0.49763	-0.606	-0.156	-0.07673	-0.674	0.596	-0.17363	0.027685	-0.27563	0.047885	-0.19663	-0.12503	0.155185	-0.377	-0.14663	0.36637	0.277	-0.133	-0.409	-0.218	0.673	0.00427	-0.052265	-0.23563	-0.18063	0.02567	-0.14	-0.255815	-0.024665	0.12737	-0.303	0.03157	-0.30063	0.163	0.07437
CRABP1	0.48955	-1.9119	0.0833	0.7381	0.00895	-0.8939	0.4181	-0.4889	-0.376	-3.02	-0.33	-1.33265	-0.4869	-0.15295	1.9581	0.21705	-1.03	-2.1619	0.9181	-0.1799	-1.17	-2.6919	0.4681	1.7381	-1.4399	-0.9719	1.43405	-0.7155	-1	-1.91	0.5481	-1.1989	0.9381	-0.5629	-2.08	0.902	-0.68995	-1.38245	-1.3909	-1.07755	0.79855	0.9281	-1.8719	-1.1949	-2.01	-2.21	-3.81	0.5281	4.08905	1.4081	1.64405	-1.3869	-1.06345	-1.2429	-2.11	-0.7928	-2.0219	-1.3969	-0.6149	-1.4609	-2.2019	-1.76	-0.1239	-2.48095	0.2781	-0.97845	-1.55295	-0.2049	-1.93	-0.0579	-0.429	-1.2	-1.76595	-4.06	1.6781	2.01	0.14105	-0.67645	-2.3019	-2.89	-0.809	-1.09	0.9381	-0.782	-1.4139	-1.13	-0.988	-2.1319	-3.99	-0.867	-0.4249	-0.75145	1.5381	-0.74395	-0.4929	-0.0699	1.55405	-1.8	2.1781	-1.4929	1.66	0.764	-0.188	-2.12	-3.07	-0.9799	-1.08545	-0.9209	-2.2719	-0.8033	-2.8	-0.32895	-0.96795	0.4981	-1.54	-0.4779	1.2181	1.14	-0.4869
RAB6A	0.11885	-0.1352	0.385	0.5968	0.196	0.4718	-0.0182	0.1809	0.171	0.125	-0.0279	-0.3576	-0.2042	0.22865	0.3688	0.1944	0.154	0.6118	0.13375	-0.0302	0.416	-0.0802	0.1113	0.5678	0.0128	0.3268	0.4244	0.2318	-0.185	0.171	0.1204	0.1565	0.3788	0.6458	-0.209	-0.241	0.3104	0.2284	0.1013	-0.011275	0.0400385	0.2458	0.0178	0.4658	0.679	0.149	-0.0179	0.1576	0.2519	-0.0482	0.0048	-0.1022	0.2168	0.5128	0.142	0.1616	0.1422	-0.2562	-0.1782	0.1859	0.0383	0.0997	0.12885	0.2198	0.3378	0.2684	-0.1181	0.032	0.0335	0.13275	-0.153	0.114	0.09715	-0.116	0.2748	0.265	0.2444	0.3159	-0.2742	0.128	-0.551	0.372	0.4688	-0.216	0.3038	-0.204	0.535	0.3998	-0.11	-0.186	-0.3892	0.2904	0.3748	-0.1986	0.3788	1.8108	0.10735	0.29	0.3718	-0.2142	-0.129	-0.182	0.261	0.256	-0.0493	0.0038	0.32325	0.1523	0.0198	0.2708	0.342	-0.0446	0.0489	0.2728	0.108	0.4878	-0.2362	-0.0872	0.1946
SARS2	-0.21145	-0.1765	-0.0112	-0.0117	-0.552	-0.5877	0.0103	0.2433	0.111	0.0966	-0.939	0.09395	0.0753	-0.31785	-0.1104	-0.52935	-0.157	-0.1249	-0.4497	-0.7427	-0.261	-0.9677	0.0843	-0.3497	0.1093	0.6213	-0.72935	0.0013	2.45	0.817	0.3163	-0.2439	-0.1534	-0.4007	-0.443	-0.652	0.22465	-0.14945	-0.6057	-0.06685	-0.53335	-0.1809	-0.4317	-0.5547	0.237	1.15	0.0112	0.1363	-0.36085	0.7003	0.21015	-0.1065	-0.214	-0.5097	-0.74	-0.6977	-0.3737	-0.4947	0.3073	-0.7027	-0.5337	-0.341	-0.4457	-0.45335	-0.4587	-0.44235	-0.2554	0.1063	-0.141	-0.4357	-0.411	-0.226	0.09325	-0.706	-0.4487	1.51	-0.43485	0.68365	-0.1702	-0.208	-0.191	-0.653	-0.2155	-0.691	0.0743	-0.0556	0.0501	1.4303	-0.226	0.146	0.1373	-0.13735	0.9103	1.52015	-0.2819	0.2883	-0.37735	-0.0581	0.0203	-0.2287	-0.374	-0.106	0.117	-0.255	-0.0829	0.2613	0.17315	-0.2521	0.1013	-0.6307	-0.365	0.90865	-0.52465	0.0493	-0.272	1.7203	-0.0337	-0.546	-0.6427
SAMHD1	0.0314325	0.038065	-0.606	0.527465	-0.31	-0.236535	0.049565	0.262465	-0.433	-0.894	-0.262	-0.0608175	0.370465	0.2767325	-0.274535	-0.4657675	0.285	-0.177535	0.561465	-0.120235	-0.0646	-0.263535	-0.266535	-0.281535	1.363465	-0.602535	0.0388825	-0.013335	-0.462	-0.292	0.087465	-0.096335	0.137465	-0.763535	0.343	-0.227	0.0244475	-0.5177675	-0.302535	-1.1432675	0.8097325	0.222465	0.520465	0.465465	-0.0783	-0.106	0.971	-0.354535	0.2392325	0.597465	-0.0822675	0.276465	-0.2062675	0.078465	0.557	-0.323535	-0.249535	0.322465	-0.078535	-0.095635	0.916465	0.245	-0.493535	-0.3847675	-0.845535	0.1176825	0.3102325	-0.167535	0.404	-0.488535	-0.0896	0.00643	-0.1572675	-0.205	0.376465	0.394	0.1724325	0.0514775	-0.638535	0.159	-0.619	-0.57	-0.142535	-0.674	-0.407535	-0.0914	0.283	-0.264535	-0.46	-0.389	-0.322535	-0.2392675	-0.535535	1.0867325	0.503465	-0.432535	-0.1742675	-0.479	-0.100235	-0.065335	0.77	0.577	0.0663	-0.145	-0.151	-0.269535	0.3777325	-0.241535	-0.024025	0.662465	-0.211	0.2607325	0.2522325	-0.264535	0.0974	-0.258535	0.638465	-0.874	-0.184535
HMOX2	-0.2191	-0.273	0.352	0.0864	-0.148	0.233	0.0566	-0.133	0.602	-0.232	-0.229	0.2005	-0.0948	0.080285	0.267	-0.10665	0.00917	0.322	-0.276	-0.044	-0.0911	-0.0213	-0.0702	-0.116	-0.182	0.182	0.147	-0.291	0.27	-0.184	-0.073	0.0461	-0.289	0.543	-0.0638	1.35	-0.14485	-0.3565	0.0563	0.21765	-0.0737	0.0749	0.0756	0.209	-0.223	0.0628	-0.433	1.969	-0.21	0.167	-0.441	-0.0014	-0.035035	-0.394	-0.13	0.149	0.19	0.141	-0.0897	0.157	-0.445	-0.271	0.196	-0.15825	0.258	0.04615	0.0045	0.033	0.058	0.181	-0.192	0.0896	-0.0825	0.219	-0.185	-0.272	0.276	0.544	0.188	-0.0033	0.304	-0.273	0.244	-0.0603	0.277	0.16	-0.665	-0.0474	-0.893	0.0381	-0.817	-0.159	-0.379	-0.166	0.0437	-0.374	-0.05	0.0485	-0.606	0.238	-0.17	-0.211	0.656	0.091	-0.211	-0.371	0.2525	0.495	-0.165	-0.0385	-0.0789	-0.239	0.0355	-0.344	0.224	-0.132	-0.143	-0.427	0.0342
SPR	0.173975	0.23955	-0.145	0.50355	0.467	0.54255	0.16255	0.85055	0.452	-0.234	-0.0972	0.998775	-0.33645	0.249775	-0.06045	1.140275	0.352	-0.06645	0.52055	0.15455	-0.0791	0.21555	0.04319	0.32255	0.03665	0.20855	0.773775	-0.13045	0.478	-0.164	-0.99945	0.22255	0.47255	1.02755	0.544	-0.134	-0.752225	-0.115225	0.74455	0.290675	0.224875	0.28355	-0.07045	0.36055	0.267	-0.331	-0.393	0.98655	1.230275	0.12585	-0.523225	-0.42145	0.579775	-0.19445	-0.578	0.06815	0.48755	-0.08445	0.22055	0.90655	-0.44545	0.0393	-0.54145	-0.691225	-0.00335	0.151775	-0.057325	0.40555	-0.553	-0.13345	-0.126	0.122	0.188825	0.371	-0.52445	-0.231	-0.116725	0.462775	0.37255	-0.406	-0.597	0.266	-0.07045	-0.241	-0.38345	-0.283	-0.89	-0.46645	-0.0133	-0.59	-0.46845	-0.072025	-0.28445	-0.193625	0.43655	-0.01025	0.0968125	0.499	-0.11345	-0.97945	-0.497	-0.0198	-0.324	-0.568	0.225	-0.43845	-0.484225	-0.49045	0.24055	-0.62045	-0.58	-0.186725	-0.599725	-0.23845	-0.255	0.17955	0.81955	-0.0473	0.53555
ACAP2	0.075925	0.03615	-0.0905	-0.74685	0.178	0.61715	-0.37085	-0.20285	-0.113	0.674	-0.0917	-0.176525	-0.40185	0.414575	0.15915	-0.087925	0.0785	-0.14575	-0.19685	-0.25085	0.00189	-0.19685	-0.101	-0.52985	-0.29585	-0.66085	0.404575	0.03815	-0.22	0.424	0.06015	0.81915	-0.13875	0.32615	-0.43	0.198	-0.709425	0.103225	-0.21585	-0.348925	-0.139775	-0.21985	0.26115	-0.33885	0.00229	-0.349	0.331	-0.04555	-0.523425	0.16515	-0.096575	-0.10315	-0.035425	0.10715	-0.112	-0.24285	-0.29685	0.19915	-0.10215	-0.17365	0.23615	0.164	-0.46085	0.555075	-0.35685	-0.001775	-0.056575	-0.13355	-0.0759	-0.13565	-0.0603	-0.307	0.306575	-0.772	0.66915	-0.315	0.271075	-0.185075	-0.35685	0.0239	-0.16	0.0585	-0.32485	0.186	-0.11695	0.0552	0.31	-0.26485	-0.433	-0.599	-0.74185	0.071575	0.44315	0.199575	0.23615	-0.09728	0.771075	-0.106	-0.46885	0.26615	0.592	0.229	0.148	-0.254	-0.164	0.30815	-0.115625	0.80715	0.02515	-0.14115	-0.0966	0.106825	0.203825	-0.24485	0.0374	0.31015	-0.12325	-0.443	-0.00875
ANPEP	-0.7955	-1.069	-0.415	-0.118	0.67	0.265	-1.022	0.525	-1.1	2.35	-0.466	-0.71585	-0.922	-1.5175	0.475	-1.473	-0.593	0.035	-0.863	-0.8513	-0.697	-0.958	-1.678	0.835	-0.508	-0.217	-1.25	-0.948	-1.01	-1.18	-1.703	-1.22	1.105	-0.619	-0.671	-0.603	-1.036	-0.305	-0.417	-0.565	1.7525	-0.574	-0.451	-0.725	-0.242	-0.751	-1.65	-0.581	-0.908	-0.636	-1.493	-0.143	-0.651	-0.7723	-0.0904	-1.275	-0.264	-0.675	-0.316	-0.8466	-0.7656	-0.313	-0.79456	-0.2155	-1.073	-0.435	-0.3845	-0.646	-0.721	-0.555	0.242	0.403	0.0736	-0.744	-0.685	-0.678	-0.077	-0.442	-0.013	0.106	-0.935	-0.673	-1.218	-0.118	-1.129	-0.0497	-1.02	-1.141	-1.27	-0.608	-1.675	-1.146	-0.576	-1.5725	-1.518	-1.965	-1.5705	-0.398	-1.77	-1.469	0.452	-0.918	-0.352	0.424	-0.248	-1.099	0.015	-0.443	-1.329	-1.086	-0.955	-0.727	0.06475	0.235	-0.653	-1.347	-1.995	-0.507	0.635
SLC34A2	0.22155	1.7321	-0.685	-0.1152	0.674	1.0821	-0.2929	1.0721	0.222	-0.468	0.271	1.16605	0.7591	-0.27545	1.3321	-0.94945	0.667	-0.4459	0.3131	-0.5899	0.0182	0.4381	0.3541	1.7121	0.3471	0.2261	0.91155	0.2261	1.45	1.16	-1.6279	-0.0892	0.1721	0.5541	-0.169	0.0733	0.44305	0.40805	-0.0099	0.70405	-0.0001	0.7941	1.2121	-0.0049	-1.26	-0.188	-0.466	0.2731	-1.50395	-1.0009	-0.69545	-0.15407	-0.5446	-0.3949	0.536	-1.7379	-0.0229	0.5571	0.4911	-0.6329	-0.0349	-0.15	0.6611	1.56105	-0.9209	-0.56195	-0.69095	0.8481	-0.194	1.1921	-0.288	0.425	0.24455	1	-0.2719	0.353	0.42205	-0.0185	-0.3599	-0.879	-0.434	-0.357	0.4091	-0.0396	-0.4289	-0.848	-1	-0.2639	-2.17	-0.879	-0.3639	-0.40045	-0.2569	-0.81145	-1.2479	0.0381	-1.43395	-1.22	-0.7539	-0.4829	-0.772	-1.1	-1.62	0.251	-0.719	-0.3019	-0.40745	-1.1579	-0.6489	-0.4929	-0.0993	-0.08145	-1.37445	1.2321	-1.99	-0.4969	-1.3779	-2.13	1.7221
PKM	-0.06335	-0.358	-0.585	-0.68	-0.382	1.231	-0.498	-0.346	-0.0147	1.16	-0.0118	0.771	-0.387	0.7325	0.394	1.0455	0.489	-0.07252	-0.949	-0.1057	-0.154	-0.612	-0.1554	-0.425	0.281	-0.1528	0.0061	-0.347	1.18	-0.78	0.097	-0.1679	0.238	1.381	0.707	-0.454	-0.301	-0.707	0.474	-0.434	0.149	-0.0947	0.188	-0.306	1.55	-0.324	-0.763	-0.1312	0.3945	-0.703	0.352	-0.25	0.5795	-0.628	-0.416	0.091	0.0023	-0.307	-0.26	0.093	-0.52	-1	-0.0957	-0.2465	-0.0969	-0.2215	-0.4145	0.187	-0.154	0.277	-0.117	-0.205	0.7235	0.641	0.865	0.0231	-0.025155	-0.14925	0.339	-0.19	-0.189	0.123	0.0122	0.211	0.164	-0.492	-0.167	-0.599	-1.09	-0.798	1.201	-0.5195	0.167	-1.0365	0.261	0.647	1.0405	0.147	-0.567	-0.0526	-0.0334	-0.845	-0.43	0.112	0.0347	-0.245	-0.2905	0.393	-0.87	-1.199	-0.552	-0.6965	0.417	-0.76	0.204	0.267	-0.227	-0.122	0.44
